Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,Amount,Class,,,,,,,,,,,
1174,-0.062959003,0.881865593,0.987739113,0.104136697,0.309464886,-0.589298733,0.584393271,-0.018735658,-0.414243794,-0.640258537,-0.006159512,0.20203958,0.399861943,-0.406753296,1.004239455,1.98,'0',,,,,,,,,,,
1175,-0.740756263,0.375207162,0.836767194,-0.315215737,0.895750047,1.666168006,1.040891638,0.516525607,-1.043534105,-0.637074388,1.958032868,0.813911347,-0.271972038,0.701218288,1.01676283,142.42,'0',,,,,,,,,,,
1176,-1.36310762,0.608928816,1.625597674,1.613374391,-0.19881627,-0.361698233,0.237481739,0.507511166,-0.723620731,-0.668454271,-0.315638187,0.294820608,-0.463915477,0.479378284,0.294303001,62.57,'0',,,,,,,,,,,
1177,-1.31912378,0.710146769,-1.063388296,-1.452845332,2.741258097,2.958387447,0.402977356,1.102230315,-0.658877791,-0.780124075,-0.642384444,-0.057138852,-0.242711129,0.642935904,-0.322266859,60.2,'0',,,,,,,,,,,
1177,1.231961477,-0.434462506,-0.353180978,-0.31259591,1.433186415,3.956627977,-1.201919312,1.071643348,0.797960335,-0.181065671,-0.505376314,0.268831431,0.001655418,-0.266007708,0.387423402,11.5,'0',,,,,,,,,,,
1178,-1.978785162,0.279506536,0.6463432,-0.243417291,-0.971022939,-0.648426065,0.157255236,0.821749741,-0.366239903,-1.118990279,0.581549523,0.782211797,-1.030158232,0.803829166,-1.363999998,158,'0',,,,,,,,,,,
1179,0.657389339,-0.643789396,0.947302045,1.25706491,-1.068192178,-0.234602783,-0.134554379,0.024978689,0.045411868,-0.013374221,1.589396764,1.346190685,0.740472694,0.16596879,0.616336572,251.35,'0',,,,,,,,,,,
1180,-1.504151187,1.323299549,0.497857735,-2.486798448,-0.600183901,0.649879135,-1.705408288,-5.556681567,2.058496349,-1.513042909,-1.466775028,1.454646869,0.69921189,-0.341451025,-0.567749823,22.71,'0',,,,,,,,,,,
1186,0.419031365,-1.80984511,0.291620059,0.416652928,-1.262633317,0.235319437,-0.110004497,0.013062113,1.267922421,-0.64482799,-1.600357991,0.119389122,-0.174594059,-0.4312916,-0.145957339,449,'0',,,,,,,,,,,
1187,1.173890732,0.045059196,0.101328151,0.480990026,-0.187947453,-0.143309443,-0.250113534,0.235603551,0.150447506,-0.091912228,1.154618726,-0.363458469,-2.196400304,0.392842918,0.931406555,10.97,'0',,,,,,,,,,,
1188,-0.919452822,0.582892656,2.567500708,0.080959118,-0.73613029,0.163368893,0.01665801,-0.90018867,0.322578778,-0.325495923,0.112899402,0.359815365,0.152410088,-0.621652777,0.790766976,30.3,'0',,,,,,,,,,,
1188,0.974692439,-0.618454149,1.189186831,0.260652508,-1.241627243,-0.140154703,-0.599202278,0.101319861,0.964559387,-0.493337955,-0.028745565,0.972445026,0.606303259,-0.499509978,0.469038577,100,'0',,,,,,,,,,,
1189,-1.595727233,1.258083096,0.482376554,-2.629803252,0.35131374,-0.24990747,0.129205225,-3.596941087,1.098038355,-0.163039078,1.826109843,1.283982555,-0.154151812,0.143451118,0.560021794,4,'0',,,,,,,,,,,
1190,1.242031727,-0.109533992,0.506126229,0.454072364,-0.258938893,0.372521291,-0.476144634,0.129888372,0.66891163,-0.215159211,-1.100918306,0.254187631,0.451286168,-0.253191632,0.769174435,4,'0',,,,,,,,,,,
1190,1.31151053,0.388296739,-0.084504,0.460421991,0.195765951,-0.48841072,0.153118439,-0.208485114,-0.074847853,-0.318156298,-0.738619074,0.522727303,1.539348459,-0.571381234,1.040441059,8.99,'0',,,,,,,,,,,
1191,0.970661414,-0.316852661,1.167244507,1.764796605,-0.734596854,0.628085683,-0.437140825,0.252002462,1.196800874,-0.452361697,-1.052385028,1.152831714,0.059468415,-0.79269462,-1.73130476,67.23,'0',,,,,,,,,,,
1191,-1.478847926,2.650762406,-1.128494405,0.143885862,0.787186931,-0.434306751,0.998478388,-0.166596111,0.873590257,2.625840609,-1.369188625,0.318006682,1.612597848,-0.428154716,0.72864635,0.89,'0',,,,,,,,,,,
1191,-2.154692372,1.688058312,0.020846419,-2.645748971,0.008652382,-0.332147549,-0.25949122,-3.155990539,1.121911848,-0.074814754,1.700683024,1.455993718,-0.093022679,0.389792493,0.535255333,1,'0',,,,,,,,,,,
1193,1.130645714,0.625390809,0.837987135,2.506542611,-0.107115844,-0.245547936,0.099603142,-0.04145659,-0.867319309,0.623164773,0.111590882,0.50314922,0.72732949,0.174357772,0.684883219,0,'0',,,,,,,,,,,
1194,-0.874622102,0.434073611,2.50919124,-1.011224504,-0.710018275,-0.068717632,0.26133492,0.156554684,0.477103283,-1.123634941,-0.317235506,0.513798963,0.193936481,-0.658580603,-0.208160281,44.22,'0',,,,,,,,,,,
1196,1.363375263,-0.614852295,0.425788793,-0.834445108,-1.019100579,-0.546028215,-0.725951427,0.039446703,-0.825513575,0.804269547,1.016777237,-0.571078721,-1.007770814,0.246185105,0.236233356,20.17,'0',,,,,,,,,,,
1200,-0.428686727,1.039801879,1.283837094,-0.104829157,0.271870706,-0.174343236,0.557764602,0.2025233,-0.682606925,-0.394871716,1.731384811,0.771057656,0.162082589,-0.233849453,0.429282045,6.77,'0',,,,,,,,,,,
1200,0.978982613,-0.733198331,0.907977157,0.140817005,-1.045509672,0.18054023,-0.584554149,0.167885439,0.885876618,-0.347660948,0.686606503,1.404187954,0.429052353,-0.445637288,-1.015594627,118.98,'0',,,,,,,,,,,
1201,0.16821567,0.529988437,1.809228239,1.096667846,-0.473708663,0.682317752,-0.602204844,-0.637964146,0.433349176,-0.360929806,-1.435205749,0.322931728,0.588779578,-0.393886783,0.500473614,4.99,'0',,,,,,,,,,,
1201,-1.889418507,-0.62557881,0.722304294,-0.707230784,3.317132433,3.246343975,-1.278822736,1.020397907,0.660369234,-0.270088064,-0.783536571,0.114491092,-0.133698357,-0.474889731,-0.241968755,9.99,'0',,,,,,,,,,,
1201,1.170206721,0.416602666,-0.061115605,1.0425376,0.236472973,-0.583399122,0.507988851,-0.187288226,-0.671397596,0.193788164,1.226436097,1.237465554,0.667873292,0.597243026,-0.079866205,37.98,'0',,,,,,,,,,,
1204,1.364562555,-1.178267861,0.650370849,-1.283987584,-1.740503754,-0.877664124,-0.94868247,-0.222740753,-1.824011899,1.366103082,-0.340770714,-0.573506954,1.044069051,-0.464184191,0.708726339,84.68,'0',,,,,,,,,,,
1204,1.274772987,-0.472615098,-0.856226901,-2.289193702,0.057619131,-0.662494921,0.286437953,-0.270717198,1.426728562,-1.446657585,0.623917844,1.956957124,1.240854135,0.23172465,0.316817225,65.3,'0',,,,,,,,,,,
1205,-0.321860476,-0.284640091,0.507416124,-2.698884101,1.647444896,3.735537262,-0.767620068,1.039696796,-0.760194632,-0.135761718,-0.733101774,-0.861987153,-0.057253128,-0.725348379,-0.702765979,7.42,'0',,,,,,,,,,,
1206,-0.270669606,0.278111692,1.685887453,-1.79749966,-0.082992892,-0.550431011,0.778303305,-0.343156583,0.702741548,-0.631528712,1.930032816,0.119810074,-1.702808466,0.381066385,1.620974221,12,'0',,,,,,,,,,,
1207,-0.539814591,0.952125977,1.700453159,0.692404337,-0.121285655,-0.441539216,0.52842139,-0.05078873,0.119109746,-0.365329485,-0.9002338,0.069864482,-0.395563288,-0.198140871,-0.324018738,0.99,'0',,,,,,,,,,,
1208,0.952131498,-0.660003591,-0.351172599,-1.408060302,-0.486406323,-0.962104494,0.341564947,-0.203721798,0.66049925,-0.963454103,2.10052548,1.676872434,0.282716551,0.67852906,0.991272081,160,'0',,,,,,,,,,,
1210,1.311674652,-0.050289658,0.028650298,-0.372547935,-0.184031018,-0.369014407,-0.154138351,-0.026246581,0.080355507,-0.014604897,0.705479813,0.514908476,-0.04892964,0.425247421,0.518700501,3.77,'0',,,,,,,,,,,
1211,-1.72232554,-0.547904595,0.115476807,-1.997016842,0.08186399,-1.296562849,0.564203722,0.38381729,0.104718828,-1.526534195,1.709275354,1.571934326,0.267356933,0.900393328,0.512877571,160,'0',,,,,,,,,,,
1211,-1.123311464,1.080004301,1.862540627,-0.110291848,0.256568781,0.665113965,-0.255237115,-1.434037719,0.340601933,-0.79942425,-1.726628093,0.844027631,1.634770942,-0.833019349,-0.696388217,9.99,'0',,,,,,,,,,,
1212,0.98504874,-0.054746008,1.254229575,2.516708667,-0.702219347,0.580113818,-0.629495643,0.332124387,-0.121872615,0.719601188,0.402916179,0.184405052,-0.739224841,0.043622726,-0.437276572,68.02,'0',,,,,,,,,,,
1213,1.143275528,0.093923022,0.948867673,1.809139017,-0.525911193,0.11177972,-0.405398362,0.163724632,-0.038609446,0.425471129,-0.607744634,-0.228285764,-0.64162826,-0.00522116,0.319214244,8.65,'0',,,,,,,,,,,
1213,-0.416579415,0.186881609,0.846413637,0.515879645,2.112430682,4.683822347,-0.261075177,0.956503724,0.64731111,-0.170932504,-1.115821356,0.20197691,-0.419649451,-0.871031492,-1.406656695,36.03,'0',,,,,,,,,,,
1214,1.317656541,0.411636662,-0.019163377,0.487618457,0.127257009,-0.57633799,0.140442551,-0.211725816,-0.06971579,-0.311925364,-0.635524243,0.521049278,1.429030786,-0.54804971,1.038374595,0.89,'0',,,,,,,,,,,
1215,-0.580728041,-0.439309781,2.00589778,-0.540617545,-0.870210432,-0.390166701,-0.260520398,-0.246800377,-0.376220252,0.757355443,-1.04577,-0.633515882,-0.232688104,-0.751511049,0.210608002,10,'0',,,,,,,,,,,
1216,1.231344633,-0.023375107,-0.333902369,0.893327071,0.598922599,1.089545303,-0.172479498,0.330924274,0.393030747,0.091521624,-0.65725277,-0.207392247,-1.523079734,0.480767291,-0.491504001,13.99,'0',,,,,,,,,,,
1216,-1.436103311,1.677976207,0.456476843,0.039852453,-0.69944035,-1.149613435,0.050623871,0.68585885,0.083263983,-0.0762533,-0.690713053,-0.817782222,-1.639580884,0.225084894,1.086724018,9.99,'0',,,,,,,,,,,
1217,0.881727497,-0.518182072,2.288489618,3.223182896,-1.761369696,0.768238679,-1.23989784,0.497903243,1.355690895,0.250031046,-1.621762218,-0.204747478,-1.656518426,-0.948482956,-1.755304059,75.84,'0',,,,,,,,,,,
1217,0.878212554,0.158419837,0.861989854,2.591797607,-0.410686481,-0.313108818,0.225747974,-0.149696575,-0.814608758,0.544527103,-0.271156505,0.682580176,1.479819137,-0.061175248,0.559631721,154.99,'0',,,,,,,,,,,
1218,-1.912896297,-1.409518809,2.182004231,0.468684363,0.13695533,0.069964686,0.650129348,0.131005537,0.102612288,-0.616127798,0.400016901,0.169454755,-0.680174703,-0.230802239,-0.63968303,316,'0',,,,,,,,,,,
1218,-1.799804575,0.703524894,-0.410618294,-2.378587303,-0.826535838,-0.842157181,1.342488321,0.036774165,0.615186947,-0.764596939,1.103654798,1.139029004,0.242544247,0.524124808,0.391437808,160,'0',,,,,,,,,,,
1220,1.191380885,0.276471786,0.640379937,0.639778226,-0.366605986,-0.685643017,0.06051004,-0.144513943,-0.130831147,-0.140157487,0.466014451,1.087644323,1.226067697,0.091079558,1.15174914,3.59,'0',,,,,,,,,,,
1220,-1.784910211,-0.289974893,1.085825403,-0.199478771,-0.013601452,-1.1190474,0.55471898,0.279910359,-0.495747188,-1.248290396,-0.703788218,0.845493794,1.05051478,0.100986416,-0.382339305,158,'0',,,,,,,,,,,
1221,-0.510937247,-0.848015566,0.744594796,-1.653409209,-0.060182783,-0.020630375,-0.243400492,0.199897106,-0.525795003,0.260266897,-0.419533719,-1.080717714,-1.538954811,-0.275872229,-1.509748986,79,'0',,,,,,,,,,,
1221,-2.208943492,0.309731759,0.623610889,-0.229926421,-0.06252827,-1.407904914,-0.240009622,0.731520303,-0.367159092,-1.017220787,-0.82978,1.07384618,1.110519056,0.34155068,-0.416628206,1,'0',,,,,,,,,,,
1221,-2.574077046,0.798898927,-0.694404718,-2.29940432,-0.224491184,-1.567267403,-0.005168119,0.608421794,0.724049448,-0.527351706,0.959455043,1.419010105,0.297703975,0.831181976,0.370613103,1,'0',,,,,,,,,,,
1223,1.188149786,-0.139309525,-1.206233806,0.29656676,2.148079682,3.620851431,-0.387473669,0.839057977,0.167875137,-0.03639546,-0.541776593,0.237731405,-0.215881454,0.200291375,-0.146263915,47.31,'0',,,,,,,,,,,
1223,-2.849698934,2.212707328,0.300319064,-2.801838749,0.000666531,-0.168951968,-0.526168142,-7.268341233,2.107603607,1.222173797,1.90640508,1.110659822,-0.762587015,-0.236777328,0.370235541,4,'0',,,,,,,,,,,
1223,1.25089338,0.329663713,0.298480688,0.697895091,-0.394458957,-1.077717725,0.075216463,-0.191874959,0.065966447,-0.277372085,-0.103975183,0.116418245,0.00311507,-0.242452125,1.118768557,4.49,'0',,,,,,,,,,,
1224,-1.956934909,0.48441,-0.514448261,-2.201510945,-0.830895821,-0.761038405,0.797049406,0.69516722,0.07681299,-1.484079021,1.483563525,1.765136513,0.666348911,0.996932877,0.483334233,160,'0',,,,,,,,,,,
1225,-3.410188887,2.639852522,-0.160961351,-2.81720357,-0.339775982,-0.252778479,-0.91623659,-6.826744364,2.131305718,1.310191711,1.780771718,1.282788548,-0.701439224,0.009872056,0.345326739,1,'0',,,,,,,,,,,
1225,-0.487113723,1.079934693,1.562535083,2.217667267,-0.724770934,0.169803624,-0.125961459,0.433694607,-2.884885921,1.199073664,-0.290912107,-0.027574507,1.168073992,0.360288528,1.178411924,30.38,'0',,,,,,,,,,,
1227,-1.113705935,-0.290950138,1.117998414,-0.159199594,1.427171406,-0.856861801,0.199475555,-0.340133795,0.533593817,-0.173339765,-1.499317701,0.068148625,0.23086783,-0.602221518,-0.749067081,23.88,'0',,,,,,,,,,,
1227,-2.749525255,-3.300878889,1.933081622,0.312396904,1.442330285,-1.421397129,-0.535266039,0.097425594,-1.087503329,0.320765141,0.542910856,0.400985697,-0.358776125,-0.150594942,-1.382130115,276.93,'0',,,,,,,,,,,
1227,-2.66860386,0.695974762,-0.808487307,-2.14617758,-0.319949195,-1.421015338,-0.494277455,1.240279177,0.192711799,-1.238359297,1.34784371,2.040290887,0.720742616,1.291344284,0.468353551,1,'0',,,,,,,,,,,
1227,-2.76788241,2.210156626,-0.150179239,-0.0410777,-1.137374439,0.394306227,-1.037835681,2.178109389,-0.348003091,-0.358382209,0.708329066,1.380823906,-0.552855901,1.22782612,-0.66327758,11.89,'0',,,,,,,,,,,
1228,-0.693097492,0.720897458,0.487925606,1.545282725,-0.123342853,0.151905713,1.821822353,-0.176592023,-1.514396121,-0.581211321,1.491589724,0.523781459,0.824357945,-0.591793652,0.879725601,279.93,'0',,,,,,,,,,,
1228,-0.19821873,0.469060032,0.084931748,-0.980948071,2.476428931,3.722736461,0.257872326,0.686387432,0.012815755,-0.236877849,-0.509242577,-0.152217123,-0.28199057,-0.268205705,-0.189141365,15.09,'0',,,,,,,,,,,
1229,-1.161664546,-0.343536021,0.7071842,0.391783762,2.159449431,-2.187319363,0.607561846,-0.680828048,0.159619752,0.536381008,-0.570715155,-0.345685257,-0.670058111,0.099084683,0.110011907,3.19,'0',,,,,,,,,,,
1229,-2.00569077,0.935034382,-0.628739648,-2.178008252,-1.094200082,-0.921221378,1.021664135,0.409258216,0.454521039,-1.422748381,-0.146774074,1.17070684,0.95336798,0.662933262,1.188174191,160,'0',,,,,,,,,,,
1230,1.334329258,0.407314748,-0.481604353,0.92252564,0.352180077,-0.745359353,0.469483551,-0.248350221,-0.073102291,0.075403224,-1.277669161,-0.579682658,-0.835145418,0.708601944,0.849786431,1.99,'0',,,,,,,,,,,
1230,-0.714882484,1.104335247,1.316765245,-0.325950881,0.309747512,0.065227306,0.513876519,0.239953337,-0.468772618,0.117817327,1.278710682,0.713222314,0.148526688,0.244464779,0.422215091,5.55,'0',,,,,,,,,,,
1231,1.343997019,0.301582522,-0.446536918,0.192003334,0.579526749,-0.053550783,0.256616962,-0.13459583,-0.429307639,0.123464139,0.349975671,0.996733707,1.241598604,0.319650022,0.073986045,0.78,'0',,,,,,,,,,,
1231,-0.551875622,1.261347704,1.92256026,2.622323222,0.596227111,1.669259237,0.185452006,0.659506438,-1.347178116,0.683664388,0.614093613,-0.448833371,-0.931931443,0.59057623,2.450640746,0.75,'0',,,,,,,,,,,
1231,1.291487126,-0.558408953,-0.069431265,-0.552986903,-0.874039197,-0.859103193,-0.564419051,-0.127671913,-0.595077902,0.159956293,-0.468764014,-1.305840916,-0.409489438,-1.209571397,1.103385024,79.9,'0',,,,,,,,,,,
1232,-2.780320657,1.029745059,-0.912467538,-2.098689106,-0.491635331,-1.646703458,-0.326313902,0.981057341,0.563343369,-1.185551531,-0.291022244,1.450715498,1.008532081,0.970062627,1.167316121,1,'0',,,,,,,,,,,
1232,0.738396334,-1.002064742,1.241919515,1.777310002,-1.117051288,1.064652577,-0.713781187,0.279858554,1.638043564,-0.5060039,-2.098517543,0.870289699,0.648634707,-1.225474678,-1.584287746,221.79,'0',,,,,,,,,,,
1233,-0.41313456,1.012405695,1.429991638,1.294635568,0.115123953,0.064818649,0.606822313,0.133310222,-0.222837728,-0.09526844,-0.708333341,-0.112954912,-0.656789033,0.116305463,0.272203295,13.99,'0',,,,,,,,,,,
1233,0.107146815,1.119435671,0.241690984,0.895982898,0.642468989,-0.681825658,0.952696337,-0.164390986,-0.628916034,0.145883318,-0.198152985,0.408968059,0.626672159,0.390929595,0.845587647,2.69,'0',,,,,,,,,,,
1233,-0.956864964,1.48380102,1.601872911,0.884115039,-0.09489713,-0.015143507,0.305496093,0.443680359,-0.567252501,-0.618391644,-1.11863205,0.895685911,1.504890951,-0.15796116,-0.084752611,1.49,'0',,,,,,,,,,,
1234,-3.344278955,2.61924014,-0.644419313,-0.049855455,-1.556576175,0.358310139,-1.353135374,2.602801217,-0.326493236,-0.281205607,0.586549427,1.548872847,-0.487449534,1.472514625,-0.683089652,26.21,'0',,,,,,,,,,,
1235,-1.658302472,-0.116801202,1.351528236,-0.931091888,-0.084159412,-0.07301401,0.087036782,0.659135765,-0.340946227,-1.140572147,-0.025406882,0.295272,-0.463776557,0.324016601,-0.69919452,115,'0',,,,,,,,,,,
1236,-0.932784477,1.144671787,1.576128554,1.415498536,-0.759997283,0.227839003,1.739959345,-0.849896449,-0.179610796,0.902934056,0.566133435,-0.373746093,-0.353073888,-0.179933814,2.118994791,186.96,'0',,,,,,,,,,,
1236,0.989275403,-0.729340652,-0.593078443,-1.527905269,-0.289610801,-0.667474994,0.277676145,-0.124735866,0.811585099,-0.940542861,1.494490462,1.097024555,-0.381901942,0.797212744,1.114240879,160,'0',,,,,,,,,,,
1237,-0.234715504,0.116213248,1.628242736,-0.463816761,-1.134419495,-0.962313865,0.454757415,-0.285268887,-1.772632945,0.408771448,0.091304178,0.259301452,1.394574933,-0.118227126,1.096694732,93,'0',,,,,,,,,,,
1238,1.107705423,0.043972931,0.142642713,1.431249627,-0.162959254,0.076965743,-0.192446096,0.034236714,0.825646699,-0.716975009,-1.328283345,0.260635237,0.348642811,-1.579501542,-0.423336199,66.21,'0',,,,,,,,,,,
1238,-2.011492065,-1.501168335,2.395629214,-0.236953785,0.689654392,0.496943587,-0.248020322,0.307111291,0.567767864,-0.504500582,1.309029521,1.010729162,-0.163767816,-0.675719788,-0.550682681,35.69,'0',,,,,,,,,,,
1238,0.971669399,-0.623930865,-0.241042184,-1.211770949,-0.733359978,-1.482698424,0.429637748,-0.353529564,0.94658441,-1.123306157,0.640589733,0.924826255,-0.013187926,0.565934946,1.703149226,160,'0',,,,,,,,,,,
1239,-1.423607897,-0.184014105,0.0978615,-2.216486564,0.726810381,-1.259045575,-0.049916969,0.514276411,0.319188599,-1.361640654,1.103497388,1.031626667,-0.428596266,1.00359516,0.625475114,1,'0',,,,,,,,,,,
1240,-1.369264088,-0.412241242,1.63045496,1.5190271,-0.780508868,0.77713079,-0.354749848,0.94723368,0.020568174,-0.634841681,0.561427081,0.671850629,-1.026748391,0.243707244,-0.637779788,174.5,'0',,,,,,,,,,,
1240,-1.441213901,-0.078604318,0.449897759,-1.900352243,0.283061205,-2.074269006,0.102044634,0.285482712,0.454187909,-1.544403951,0.249596658,0.859428367,-0.059882249,0.772317363,1.214383461,1,'0',,,,,,,,,,,
1241,-0.154248458,-0.15582751,0.306664725,-2.368229278,-0.469584296,-1.546518311,0.286107258,-0.399132262,-2.348430359,1.316524943,-0.733456199,-0.970802658,0.572493689,-0.279167484,-0.576443384,15,'0',,,,,,,,,,,
1242,-1.934513795,0.398683703,-0.67637875,-2.270047718,-0.761439174,-0.591460544,0.717054756,0.778131297,0.259544954,-1.452592879,1.010167739,1.092521056,-0.336542748,1.188112263,0.624402942,160,'0',,,,,,,,,,,
1244,0.985548289,-0.717560994,-0.356015404,-1.250698997,-0.735927955,-1.38528243,0.341800906,-0.269526105,1.144319571,-1.087493478,0.248121693,0.210202052,-1.190313844,0.79479753,1.852280931,160,'0',,,,,,,,,,,
1245,-2.646182747,0.610248466,-0.970417796,-2.214714353,-0.250492548,-1.251437478,-0.574272105,1.323243253,0.375443764,-1.206873156,0.874447924,1.36767543,-0.282149043,1.482523671,0.60942226,1,'0',,,,,,,,,,,
1246,-0.48481116,1.012835104,1.233358141,1.053084563,0.50378874,-1.407946764,1.100313311,-0.366127416,-1.156819131,-0.241819125,0.185302604,0.685374275,1.077191938,0.334617973,0.64766213,17.77,'0',,,,,,,,,,,
1246,-0.808671019,1.218362202,0.87074418,1.105964195,0.611901034,0.48873062,0.450788562,0.266167965,-0.370355885,-0.031472554,-1.207908158,0.627871632,1.292984882,-0.207059063,0.147114074,6.54,'0',,,,,,,,,,,
1247,-1.427335011,-0.172234448,0.334924539,-1.939280291,0.280493227,-1.976853012,0.014207792,0.369486171,0.651923071,-1.508591272,-0.142871381,0.144804164,-1.237008168,1.001179946,1.363515167,1,'0',,,,,,,,,,,
1247,-0.987471711,1.412061939,1.446275615,3.039667395,0.104830623,2.374669179,-0.719121954,1.08415273,-0.36923878,0.043310875,-0.37405712,0.982954992,1.017534507,-1.985873271,-1.80814125,15.13,'0',,,,,,,,,,,
1247,1.055549542,-0.282119287,-0.074788948,0.251726843,0.833533983,2.30739937,-0.488178564,0.699448308,0.317464719,-0.210943279,0.89230944,0.969765547,-0.3354704,0.249963475,0.302505979,21.66,'0',,,,,,,,,,,
1248,-0.584759818,1.195511065,1.854415973,1.618547321,0.372656606,0.786861481,0.556245568,0.265268726,-1.405814692,0.4177426,0.982306033,0.41388798,0.261076198,0.175754543,-0.004396603,34.13,'0',,,,,,,,,,,
1248,-0.666313542,0.737026697,2.592203025,0.703088084,-0.335151033,0.374666691,-0.042350547,-0.739706838,0.429482187,-0.417823975,-0.283212985,0.557393469,0.25824823,-0.68217253,0.162619575,9.99,'0',,,,,,,,,,,
1249,1.17186084,-0.483821466,1.667112083,0.54896363,-1.587026077,-0.077683268,-1.114372487,0.106679722,-0.57748077,0.66105378,0.201700203,0.82011218,1.669536599,-0.505057223,1.503647817,20,'0',,,,,,,,,,,
1250,1.114943122,0.217829961,0.238816993,1.163280329,-0.251344251,-0.918374802,0.37142655,-0.303731237,-0.166727454,-0.043919109,-0.236984049,0.687450277,0.946458603,0.217897533,0.825723469,71.87,'0',,,,,,,,,,,
1251,1.291013509,-0.429953964,0.166680803,-0.522947442,-0.847199655,-0.677329924,-0.651532286,-0.038458028,-0.702486121,0.119388728,0.281899476,-0.796948825,-0.033801052,-1.25790282,1.260000977,39.8,'0',,,,,,,,,,,
1251,-4.479013743,-2.884367962,0.63337472,0.224652077,-1.047208043,1.39240704,2.620457773,-1.099184205,1.710955055,1.522272613,0.774815169,0.364921275,1.083453184,-1.837560626,0.421614573,500,'0',,,,,,,,,,,
1252,0.995157785,-0.621825872,-0.325851582,-1.356740284,-0.686005339,-1.435876052,0.409797334,-0.334337578,0.685585684,-0.915184902,1.855482994,1.516669325,0.161216872,0.678324534,0.754819811,160,'0',,,,,,,,,,,
1252,-0.484737073,1.591112156,0.52080415,0.632684238,0.845214044,-0.906495654,0.993207921,-0.299764882,-0.715711609,-0.928616064,-0.071873544,0.284640762,1.4833042,-1.849062278,0.750736102,1,'0',,,,,,,,,,,
1252,-0.719833381,0.920274768,1.320202462,0.713564057,-0.452078373,0.243131974,0.146168583,0.608498173,-0.749063228,-0.511053198,1.240029232,1.235653842,0.153437632,0.415346975,-0.440613695,43.54,'0',,,,,,,,,,,
1252,1.296172689,0.222813098,0.300526253,0.505761303,-0.256792934,-0.713327332,0.035844115,-0.16120009,0.11226585,-0.058342504,-0.698563273,0.088869539,0.184083382,0.25272497,1.092141929,1.29,'0',,,,,,,,,,,
1252,-1.495767942,0.185577609,1.593030428,-0.481535205,1.207024631,-0.497431273,0.216885194,0.259976298,-0.600883131,-0.727333217,1.185527903,0.097858791,-0.905238091,-0.054124691,0.243524262,1.79,'0',,,,,,,,,,,
1253,-1.679299253,-0.509726876,0.140797824,-1.945696824,-0.117735027,-1.770334408,0.632436109,0.253201511,0.129805262,-1.478264994,1.464232868,1.411731218,0.145857254,0.900188802,0.276425301,160,'0',,,,,,,,,,,
1253,-0.973975274,0.809590687,1.535863099,-0.668010197,0.388231262,-0.630346026,0.552360725,0.117080419,-0.396980072,-0.238828815,0.777668477,0.082915304,-0.94579536,0.429563329,-0.140887641,6.28,'0',,,,,,,,,,,
1254,-2.163962582,0.112881562,-0.228953077,-1.98900579,-0.162105163,-2.041678122,-0.156419916,0.711215666,0.221437592,-1.275914167,1.350550714,1.626809728,0.201018352,1.137440871,0.268748262,1,'0',,,,,,,,,,,
1256,-2.594703945,0.792115507,-0.749193279,-2.073081523,-0.938224749,-1.81994515,-0.102908986,1.10343742,0.204788425,-1.24944103,1.232905388,1.741230974,0.263956904,1.343120346,0.240370333,1,'0',,,,,,,,,,,
1256,-1.183198154,0.799219113,1.805861082,-0.239795028,-0.069969016,1.223909478,-0.501316347,1.01168686,-0.047839162,-0.703620776,-0.142098811,0.601055323,0.063043863,-0.052556597,-0.3316304,5.49,'0',,,,,,,,,,,
1256,1.350757325,-0.332866472,0.00145303,-0.594762825,-0.684585812,-0.827280312,-0.482696508,-0.221652632,-0.862776253,0.121316736,-0.163709452,-0.354386695,1.376476319,-1.572857048,0.903073145,49.9,'0',,,,,,,,,,,
1257,-0.675005051,0.947749719,2.949020119,2.746392237,-0.436528159,0.849442607,-0.369623149,0.226023709,-0.328699636,1.219606364,-0.453768495,-1.14400441,-0.889201497,-0.290696011,2.336733414,4.29,'0',,,,,,,,,,,
1257,1.291488583,0.253127269,-0.412977224,0.115804564,0.771362107,0.726515404,-0.087619375,0.15679077,-0.207685777,-0.174099053,0.414719255,0.772670622,1.053071956,-0.291308212,0.702915658,2.28,'0',,,,,,,,,,,
1259,1.258757568,0.430998728,0.328302411,0.682919995,-0.280232017,-1.049507862,0.154576848,-0.261394874,-0.121385478,-0.312119356,0.107462423,0.775824499,1.242613946,-0.49007053,0.982250982,0.89,'0',,,,,,,,,,,
1259,-1.113775743,1.02526406,1.23196422,-0.04042489,0.11788031,-1.153782041,0.546797259,0.331795668,-0.649808052,-1.009939472,-0.854193739,-0.185301862,-0.58595663,0.622955559,0.185726484,9,'0',,,,,,,,,,,
1260,-2.901809768,2.243040158,1.240416601,-0.493756929,-0.416690911,2.466446937,-2.139862032,-4.738844884,0.616179884,0.101219298,-0.079356483,1.005085612,0.012353951,-0.139350472,-0.42561438,17.74,'0',,,,,,,,,,,
1260,1.239558884,-0.029467418,0.046351852,0.395402421,0.268560237,0.750975531,-0.233546651,0.224979654,0.278241499,-0.065030368,0.215819207,0.873568529,0.082545026,0.079968315,-0.576856925,1,'0',,,,,,,,,,,
